id,minute,result,X,Y,xG,player,h_a,player_id,situation,season,shotType,match_id,h_team,a_team,h_goals,a_goals,date,player_assisted,lastAction
553832,52,MissedShots,81.19999694824219,64.0999984741211,0.11062856763601303,Raphinha,h,8026,DirectFreekick,2023,LeftFoot,22835,Barcelona,Girona,2,4,2023-12-10 20:00:00,,Standard
553833,53,SavedShot,91.19999694824219,52.09999847412109,0.10129541903734207,Raphinha,h,8026,OpenPlay,2023,Head,22835,Barcelona,Girona,2,4,2023-12-10 20:00:00,Jules Koundé,Cross
553835,57,SavedShot,83.4000015258789,36.79999923706055,0.04509855434298515,Raphinha,h,8026,OpenPlay,2023,LeftFoot,22835,Barcelona,Girona,2,4,2023-12-10 20:00:00,,None
554546,66,SavedShot,90.5999984741211,26.299999237060547,0.03206257149577141,Raphinha,a,8026,OpenPlay,2023,LeftFoot,22850,Valencia,Barcelona,1,1,2023-12-16 20:00:00,Ronald Araújo,TakeOn
554552,81,BlockedShot,98.5,56.49999999999999,0.6169435977935791,Raphinha,a,8026,OpenPlay,2023,LeftFoot,22850,Valencia,Barcelona,1,1,2023-12-16 20:00:00,,Rebound
554551,81,SavedShot,89.9000015258789,61.79999923706055,0.36928269267082214,Raphinha,a,8026,OpenPlay,2023,LeftFoot,22850,Valencia,Barcelona,1,1,2023-12-16 20:00:00,,None
554553,91,BlockedShot,84.19999694824219,44.70000076293945,0.04524250701069832,Raphinha,a,8026,OpenPlay,2023,LeftFoot,22850,Valencia,Barcelona,1,1,2023-12-16 20:00:00,Álex Balde,Cross
555410,13,MissedShots,76.5,34.099998474121094,0.021705137565732002,Raphinha,h,8026,OpenPlay,2023,LeftFoot,22863,Barcelona,Almeria,3,2,2023-12-20 18:00:00,Sergi Roberto,Pass
555415,32,Goal,97.4000015258789,47.20000076293945,0.7873886823654175,Raphinha,h,8026,FromCorner,2023,LeftFoot,22863,Barcelona,Almeria,3,2,2023-12-20 18:00:00,,Rebound
557514,50,MissedShots,80.0999984741211,35.0,0.02889379672706127,Raphinha,a,8026,OpenPlay,2023,LeftFoot,22870,Las Palmas,Barcelona,1,2,2024-01-04 20:30:00,,None
557517,64,MissedShots,78.0,35.5,0.022430075332522392,Raphinha,a,8026,OpenPlay,2023,LeftFoot,22870,Las Palmas,Barcelona,1,2,2024-01-04 20:30:00,,None
564124,63,SavedShot,71.80000305175781,70.30000305175781,0.03768794983625412,Raphinha,a,8026,DirectFreekick,2023,LeftFoot,22930,Celta Vigo,Barcelona,1,2,2024-02-17 17:30:00,,Standard
564127,66,BlockedShot,89.19999694824219,64.9000015258789,0.0907817929983139,Raphinha,a,8026,OpenPlay,2023,LeftFoot,22930,Celta Vigo,Barcelona,1,2,2024-02-17 17:30:00,Lamine Yamal,Pass
565265,7,MissedShots,92.0,40.0,0.05347881093621254,Raphinha,h,8026,FromCorner,2023,LeftFoot,22936,Barcelona,Getafe,4,0,2024-02-24 15:15:00,Ilkay Gündogan,Cross
565268,19,Goal,85.9000015258789,43.5,0.28982770442962646,Raphinha,h,8026,OpenPlay,2023,LeftFoot,22936,Barcelona,Getafe,4,0,2024-02-24 15:15:00,Jules Koundé,Chipped
565275,39,MissedShots,88.80000305175781,33.5,0.09453589469194412,Raphinha,h,8026,OpenPlay,2023,RightFoot,22936,Barcelona,Getafe,4,0,2024-02-24 15:15:00,Robert Lewandowski,Pass
565281,65,MissedShots,80.19999694824219,51.29999923706055,0.03649792820215225,Raphinha,h,8026,SetPiece,2023,LeftFoot,22936,Barcelona,Getafe,4,0,2024-02-24 15:15:00,Ilkay Gündogan,Pass
567702,3,BlockedShot,85.19999694824219,47.20000076293945,0.10535820573568344,Raphinha,h,8026,OpenPlay,2023,LeftFoot,22956,Barcelona,Mallorca,1,0,2024-03-08 20:00:00,João Félix,LayOff
567705,17,BlockedShot,71.5,44.599998474121094,0.014439345337450504,Raphinha,h,8026,OpenPlay,2023,LeftFoot,22956,Barcelona,Mallorca,1,0,2024-03-08 20:00:00,Ilkay Gündogan,BallRecovery
567709,28,BlockedShot,78.80000305175781,47.900001525878906,0.041551075875759125,Raphinha,h,8026,FromCorner,2023,LeftFoot,22956,Barcelona,Mallorca,1,0,2024-03-08 20:00:00,João Félix,Pass
570180,34,MissedShots,97.4000015258789,41.099998474121094,0.26250046491622925,Raphinha,a,8026,OpenPlay,2023,Head,22965,Atletico Madrid,Barcelona,0,3,2024-03-17 20:00:00,Robert Lewandowski,Cross
571041,28,BlockedShot,74.19999694824219,71.30000305175781,0.04437378793954849,Raphinha,h,8026,DirectFreekick,2023,LeftFoot,22976,Barcelona,Las Palmas,1,0,2024-03-30 20:00:00,,Standard
571046,44,MissedShots,86.30000305175781,53.79999923706055,0.10125844925642014,Raphinha,h,8026,OpenPlay,2023,LeftFoot,22976,Barcelona,Las Palmas,1,0,2024-03-30 20:00:00,João Cancelo,Pass
571051,56,BlockedShot,75.9000015258789,53.400001525878906,0.026297681033611298,Raphinha,h,8026,OpenPlay,2023,LeftFoot,22976,Barcelona,Las Palmas,1,0,2024-03-30 20:00:00,Jules Koundé,Pass
571052,58,Goal,90.69999694824219,45.79999923706055,0.304524302482605,Raphinha,h,8026,OpenPlay,2023,Head,22976,Barcelona,Las Palmas,1,0,2024-03-30 20:00:00,João Félix,Chipped
571054,79,MissedShots,81.30000305175781,30.700000762939457,0.035447005182504654,Raphinha,h,8026,OpenPlay,2023,LeftFoot,22976,Barcelona,Las Palmas,1,0,2024-03-30 20:00:00,Jules Koundé,Pass
575830,33,MissedShots,81.0999984741211,24.0,0.061882134526968,Raphinha,a,8026,DirectFreekick,2023,LeftFoot,23000,Real Madrid,Barcelona,3,2,2024-04-21 19:00:00,,Standard
577948,51,SavedShot,80.5,32.29999923706055,0.08806106448173523,Raphinha,h,8026,DirectFreekick,2023,LeftFoot,23006,Barcelona,Valencia,4,2,2024-04-29 19:00:00,,Standard
578645,73,MissedShots,91.5999984741211,68.9000015258789,0.04934113845229149,Raphinha,a,8026,OpenPlay,2023,LeftFoot,23019,Girona,Barcelona,4,2,2024-05-04 16:30:00,João Cancelo,Chipped
580879,35,BlockedShot,84.80000305175781,51.20000076293946,0.09114454686641693,Raphinha,h,8026,OpenPlay,2023,RightFoot,23027,Barcelona,Real Sociedad,2,0,2024-05-13 19:00:00,Pedri,TakeOn
580880,37,ShotOnPost,74.30000305175781,52.20000076293946,0.019899839535355568,Raphinha,h,8026,OpenPlay,2023,LeftFoot,23027,Barcelona,Real Sociedad,2,0,2024-05-13 19:00:00,Pedri,Pass
580884,47,MissedShots,73.5,49.29999923706055,0.030401067808270454,Raphinha,h,8026,FromCorner,2023,LeftFoot,23027,Barcelona,Real Sociedad,2,0,2024-05-13 19:00:00,Ilkay Gündogan,Pass
580887,64,SavedShot,73.0,39.0,0.018912995234131813,Raphinha,h,8026,SetPiece,2023,LeftFoot,23027,Barcelona,Real Sociedad,2,0,2024-05-13 19:00:00,Pedri,Pass
580894,81,MissedShots,88.5,28.700000762939453,0.019143346697092056,Raphinha,h,8026,FromCorner,2023,RightFoot,23027,Barcelona,Real Sociedad,2,0,2024-05-13 19:00:00,,Aerial
580896,88,BlockedShot,71.5999984741211,53.599998474121094,0.050358451902866364,Raphinha,h,8026,DirectFreekick,2023,LeftFoot,23027,Barcelona,Real Sociedad,2,0,2024-05-13 19:00:00,,Standard
580897,92,Goal,88.5,50.0,0.7432776093482971,Raphinha,h,8026,Penalty,2023,LeftFoot,23027,Barcelona,Real Sociedad,2,0,2024-05-13 19:00:00,,Standard
582554,31,SavedShot,71.5999984741211,18.299999237060547,0.027531081810593605,Raphinha,h,8026,DirectFreekick,2023,LeftFoot,23047,Barcelona,Rayo Vallecano,3,0,2024-05-19 17:00:00,,Standard
